aexp,id,z0_parent_id,M_total_200m,M_total_200c,M_total_500c
1.0005,1.0,1.0,8.6125e+14,5.8408e+14,4.0583e+14
0.9764,1.0,1.0,8.3104e+14,5.86e+14,4.095e+14
0.951,3.0,1.0,8.1274e+14,6.0257e+14,4.1477e+14
0.9265,11.0,1.0,7.9113e+14,5.9035e+14,4.4423e+14
0.9001,4.0,1.0,7.6961e+14,5.8312e+14,4.1617e+14
0.8783,5.0,1.0,7.508e+14,5.7362e+14,3.9275e+14
0.8514,11.0,1.0,7.1861e+14,5.4482e+14,3.4214e+14
0.8264,4.0,1.0,6.8655e+14,4.9856e+14,3.4855e+14
0.8011,17.0,1.0,6.1272e+14,4.8194e+14,3.4417e+14
0.778,12.0,1.0,5.8436e+14,4.661e+14,3.3674e+14
0.7511,5.0,1.0,5.5043e+14,4.4351e+14,3.2518e+14
0.7263,4.0,1.0,5.1719e+14,4.2212e+14,3.1116e+14
0.7015,2.0,1.0,4.9021e+14,4.0421e+14,2.8353e+14
0.675,6.0,1.0,4.6717e+14,3.7595e+14,2.5032e+14
0.6503,3.0,1.0,4.3552e+14,3.5065e+14,2.3742e+14
0.6259,1.0,1.0,4.0059e+14,3.4278e+14,2.4437e+14
0.6001,3.0,1.0,3.7262e+14,3.3732e+14,2.5197e+14
0.5753,2.0,1.0,3.4898e+14,3.1835e+14,2.4308e+14
0.5517,5.0,1.0,3.3079e+14,2.9728e+14,1.9384e+14
0.526,15.0,1.0,2.937e+14,2.6093e+14,1.646e+14
0.5014,4.0,1.0,2.7086e+14,2.4883e+14,1.7315e+14
0.4756,6.0,1.0,2.5574e+14,2.3955e+14,1.7364e+14
0.4517,8.0,1.0,2.4414e+14,2.3555e+14,1.5375e+14
0.4252,15.0,1.0,1.9848e+14,1.9103e+14,1.4295e+14
0.4005,1.0,1.0,1.6481e+14,1.5329e+14,9.3814e+13
0.3772,7.0,1.0,1.1162e+14,1.0355e+14,6.604e+13
0.3504,8.0,1.0,8.7528e+13,8.3312e+13,4.9755e+13
0.3255,2.0,1.0,,,
0.3001,3.0,1.0,,,
0.2762,4.0,1.0,,,
0.2519,1.0,1.0,,,
1.0005,2.0,2.0,7.5031e+14,4.6888e+14,3.1033e+14
0.9764,7.0,2.0,7.1025e+14,4.6249e+14,2.9746e+14
0.951,11.0,2.0,6.7636e+14,4.5541e+14,2.8911e+14
0.9265,1.0,2.0,6.4903e+14,4.4728e+14,2.9249e+14
0.9001,1.0,2.0,6.2731e+14,4.3945e+14,2.9079e+14
0.8783,2.0,2.0,6.1065e+14,4.2713e+14,2.8883e+14
0.8514,3.0,2.0,5.9212e+14,4.181e+14,2.8068e+14
0.8264,2.0,2.0,5.7222e+14,3.9299e+14,2.7493e+14
0.8011,27.0,2.0,5.5912e+14,3.8178e+14,2.6449e+14
0.778,9.0,2.0,5.2614e+14,3.7451e+14,2.4085e+14
0.7511,8.0,2.0,4.819e+14,3.6842e+14,2.2266e+14
0.7263,11.0,2.0,4.6825e+14,3.6053e+14,1.8536e+14
0.7015,54.0,2.0,4.5967e+14,3.6614e+14,1.7096e+14
0.675,7.0,2.0,4.4487e+14,3.5831e+14,1.9276e+14
0.6503,5.0,2.0,4.2681e+14,3.5579e+14,2.054e+14
0.6259,15.0,2.0,4.1247e+14,3.4893e+14,1.7557e+14
0.6001,8.0,2.0,3.728e+14,3.0267e+14,1.4642e+14
0.5753,5.0,2.0,2.8803e+14,2.1624e+14,1.4569e+14
0.5517,12.0,2.0,2.1264e+14,1.8044e+14,1.2737e+14
0.526,1.0,2.0,1.8168e+14,1.6042e+14,8.9793e+13
0.5014,13.0,2.0,1.3812e+14,1.2558e+14,8.1984e+13
0.4756,13.0,2.0,1.1584e+14,1.0858e+14,8.4843e+13
0.4517,1.0,2.0,1.0499e+14,9.9437e+13,7.5045e+13
0.4252,39.0,2.0,6.3499e+13,5.4465e+13,3.4409e+13
0.4005,7.0,2.0,4.3456e+13,4.0336e+13,2.6197e+13
0.3772,20.0,2.0,3.7206e+13,3.4635e+13,2.1585e+13
0.3504,10.0,2.0,3.1622e+13,2.9899e+13,1.8118e+13
0.3255,88.0,2.0,,,
0.3001,16.0,2.0,,,
0.2762,191.0,2.0,,,
0.2519,4.0,2.0,,,
0.2268,51.0,2.0,,,
0.2004,10.0,2.0,,,
0.1271,163.0,2.0,,,
1.0005,3.0,3.0,2.3462e+15,1.6444e+15,1.2338e+15
0.9764,12.0,3.0,2.2907e+15,1.5921e+15,1.1916e+15
0.951,14.0,3.0,2.2009e+15,1.5649e+15,1.0593e+15
0.9265,39.0,3.0,2.1411e+15,1.4604e+15,1.0135e+15
0.9001,25.0,3.0,2.0506e+15,1.4028e+15,1.0154e+15
0.8783,21.0,3.0,1.9321e+15,1.392e+15,1.0063e+15
0.8514,7.0,3.0,1.8217e+15,1.3979e+15,9.672e+14
0.8264,63.0,3.0,1.7493e+15,1.3421e+15,1.0052e+15
0.8011,31.0,3.0,1.6539e+15,1.3417e+15,1.0007e+15
0.778,11.0,3.0,1.5775e+15,1.3248e+15,9.3878e+14
0.7511,30.0,3.0,1.5278e+15,1.22e+15,9.1268e+14
0.7263,38.0,3.0,1.4494e+15,1.1532e+15,8.5773e+14
0.7015,72.0,3.0,1.3758e+15,1.1399e+15,7.4917e+14
0.675,8.0,3.0,1.2922e+15,1.0961e+15,7.6861e+14
0.6503,49.0,3.0,1.1773e+15,1.087e+15,8.0272e+14
0.6259,12.0,3.0,1.1151e+15,1.0331e+15,7.9037e+14
0.6001,19.0,3.0,1.0094e+15,9.1452e+14,6.6713e+14
0.5753,65.0,3.0,8.6989e+14,7.8049e+14,5.5748e+14
0.5517,10.0,3.0,7.4123e+14,6.3381e+14,4.2609e+14
0.526,55.0,3.0,5.9108e+14,5.1639e+14,3.2655e+14
0.5014,60.0,3.0,4.9545e+14,4.6075e+14,3.1291e+14
0.4756,3.0,3.0,4.4501e+14,4.1963e+14,3.1577e+14
0.4517,43.0,3.0,3.9571e+14,3.7009e+14,2.6346e+14
0.4252,19.0,3.0,3.2779e+14,3.037e+14,1.9995e+14
0.4005,32.0,3.0,2.6364e+14,2.5006e+14,1.7351e+14
0.3772,97.0,3.0,2.3175e+14,2.2446e+14,1.5841e+14
0.3504,83.0,3.0,1.8587e+14,1.8092e+14,1.3431e+14
0.3255,46.0,3.0,,,
0.3001,11.0,3.0,,,
0.2762,17.0,3.0,,,
0.2519,103.0,3.0,,,
0.2268,33.0,3.0,,,
0.2004,7159.0,3.0,,,
1.0005,4.0,4.0,6.7713e+14,4.4267e+14,3.1918e+14
0.9764,2.0,4.0,6.7381e+14,4.4797e+14,3.1452e+14
0.951,1.0,4.0,6.7191e+14,4.4987e+14,3.1112e+14
0.9265,2.0,4.0,6.6894e+14,4.595e+14,3.0829e+14
0.9001,2.0,4.0,6.6397e+14,4.857e+14,3.133e+14
0.8783,3.0,4.0,6.527e+14,5.1076e+14,3.1507e+14
0.8514,8.0,4.0,6.3725e+14,5.1841e+14,3.2534e+14
0.8264,29.0,4.0,6.2267e+14,5.1223e+14,3.7517e+14
0.8011,7.0,4.0,6.0393e+14,5.0235e+14,3.7615e+14
0.778,3.0,4.0,5.8221e+14,4.6874e+14,3.2349e+14
0.7511,3.0,4.0,5.3458e+14,3.731e+14,1.8838e+14
0.7263,2.0,4.0,4.3147e+14,2.3646e+14,1.6141e+14
0.7015,8.0,4.0,2.8961e+14,2.1789e+14,1.5564e+14
0.675,5.0,4.0,2.6279e+14,2.1018e+14,1.5253e+14
0.6503,1.0,4.0,2.4754e+14,2.0142e+14,1.4638e+14
0.6259,5.0,4.0,2.3146e+14,1.9786e+14,1.3842e+14
0.6001,21.0,4.0,2.1294e+14,1.8594e+14,1.4649e+14
0.5753,6.0,4.0,1.9867e+14,1.7553e+14,1.3965e+14
0.5517,1.0,4.0,1.8885e+14,1.6501e+14,1.22e+14
0.526,8.0,4.0,1.7682e+14,1.5017e+14,9.9297e+13
0.5014,7.0,4.0,1.6422e+14,1.448e+14,9.2044e+13
0.4756,1.0,4.0,1.6274e+14,1.4938e+14,9.6326e+13
0.4517,5.0,4.0,1.5613e+14,1.499e+14,1.0379e+14
0.4252,2.0,4.0,1.417e+14,1.3603e+14,1.015e+14
0.4005,2.0,4.0,1.1587e+14,1.0961e+14,7.7162e+13
0.3772,1.0,4.0,8.1428e+13,7.6854e+13,4.6385e+13
0.3504,13.0,4.0,6.4667e+13,6.2573e+13,3.9192e+13
0.3255,12.0,4.0,,,
0.3001,5.0,4.0,,,
0.2762,6.0,4.0,,,
1.0005,5.0,5.0,7.2858e+14,4.6871e+14,2.9799e+14
0.9764,66.0,5.0,6.7995e+14,4.3522e+14,3.3027e+14
0.951,40.0,5.0,5.5909e+14,4.1471e+14,3.2525e+14
0.9265,33.0,5.0,5.0197e+14,3.8894e+14,3.0372e+14
0.9001,66.0,5.0,4.6104e+14,3.5701e+14,2.569e+14
0.8783,52.0,5.0,4.2906e+14,3.0128e+14,1.9341e+14
0.8514,18.0,5.0,3.748e+14,2.2453e+14,1.4919e+14
0.8264,46.0,5.0,2.8406e+14,1.8038e+14,1.2667e+14
0.8011,21.0,5.0,2.3364e+14,1.5355e+14,8.8301e+13
0.778,44.0,5.0,2.0737e+14,1.1845e+14,7.8261e+13
0.7511,56.0,5.0,1.705e+14,1.162e+14,7.4613e+13
0.7263,24.0,5.0,1.6352e+14,1.2307e+14,7.6078e+13
0.7015,40.0,5.0,1.6267e+14,1.3177e+14,8.2066e+13
0.675,31.0,5.0,1.5609e+14,1.3661e+14,9.3691e+13
0.6503,62.0,5.0,1.483e+14,1.2812e+14,1.0174e+14
0.6259,18.0,5.0,1.4006e+14,1.199e+14,7.5294e+13
0.6001,44.0,5.0,1.0952e+14,8.4478e+13,5.6994e+13
0.5753,7.0,5.0,8.8443e+13,7.8345e+13,5.8556e+13
0.5517,25.0,5.0,8.3055e+13,7.4234e+13,5.7472e+13
0.526,5.0,5.0,7.8267e+13,7.1452e+13,5.493e+13
0.5014,43.0,5.0,7.5268e+13,6.9765e+13,5.0692e+13
0.4756,78.0,5.0,7.2726e+13,6.7219e+13,4.7071e+13
0.4517,51.0,5.0,6.8993e+13,6.3398e+13,4.2256e+13
0.4252,76.0,5.0,6.7157e+13,6.4493e+13,4.5049e+13
0.4005,123.0,5.0,6.2493e+13,6.0225e+13,4.6043e+13
0.3772,102.0,5.0,5.506e+13,5.3087e+13,3.5332e+13
0.3504,208.0,5.0,3.9724e+13,3.8899e+13,2.7062e+13
0.3255,27.0,5.0,,,
0.3001,133.0,5.0,,,
0.2762,265.0,5.0,,,
0.2519,307.0,5.0,,,
1.0005,6.0,6.0,7.0305e+14,5.033e+14,3.621e+14
0.9764,15.0,6.0,6.8474e+14,5.1065e+14,3.6523e+14
0.951,23.0,6.0,6.6524e+14,5.1858e+14,3.7569e+14
0.9265,23.0,6.0,6.4645e+14,5.2768e+14,3.8847e+14
0.9001,3.0,6.0,6.2889e+14,5.2469e+14,3.9515e+14
0.8783,35.0,6.0,6.1102e+14,5.1497e+14,3.9688e+14
0.8514,25.0,6.0,5.9391e+14,5.0037e+14,3.8256e+14
0.8264,21.0,6.0,5.7588e+14,4.7869e+14,3.5403e+14
0.8011,10.0,6.0,5.5589e+14,4.504e+14,3.3629e+14
0.778,18.0,6.0,5.3363e+14,4.3223e+14,3.1873e+14
0.7511,15.0,6.0,5.1263e+14,4.1961e+14,3.0511e+14
0.7263,1.0,6.0,5.065e+14,4.1133e+14,3.0351e+14
0.7015,53.0,6.0,5.0507e+14,4.1606e+14,2.9936e+14
0.675,1.0,6.0,5.1211e+14,4.1843e+14,3.0234e+14
0.6503,2.0,6.0,5.1669e+14,4.3808e+14,3.0015e+14
0.6259,113.0,6.0,5.0906e+14,4.4677e+14,3.0704e+14
0.6001,142.0,6.0,4.9799e+14,4.5898e+14,3.3873e+14
0.5753,34.0,6.0,4.7715e+14,4.4873e+14,3.3429e+14
0.5517,22.0,6.0,4.4143e+14,3.9725e+14,2.9105e+14
0.526,9.0,6.0,3.7387e+14,3.4796e+14,2.4471e+14
0.5014,476.0,6.0,2.5736e+14,2.3804e+14,1.6676e+14
0.4756,7.0,6.0,2.1618e+14,1.9985e+14,1.4752e+14
0.4517,28.0,6.0,1.8028e+14,1.6604e+14,1.0016e+14
0.4252,118.0,6.0,1.4813e+14,1.4145e+14,9.0395e+13
0.4005,341.0,6.0,1.3629e+14,1.3414e+14,1.185e+14
0.3772,93.0,6.0,1.1553e+14,1.1296e+14,9.4829e+13
0.3504,280.0,6.0,5.0928e+13,4.807e+13,2.5686e+13
0.3255,31.0,6.0,,,
0.3001,399.0,6.0,,,
0.2762,409.0,6.0,,,
0.2519,71.0,6.0,,,
1.0005,7.0,7.0,6.9775e+14,5.119e+14,4.0577e+14
0.9764,3.0,7.0,6.4531e+14,4.7717e+14,3.2486e+14
0.951,58.0,7.0,6.1755e+14,3.664e+14,2.0636e+14
0.9265,157.0,7.0,5.7254e+14,2.7596e+14,1.8956e+14
0.9001,70.0,7.0,4.2455e+14,2.6172e+14,1.8136e+14
0.8783,127.0,7.0,3.5784e+14,2.55e+14,1.7568e+14
0.8514,51.0,7.0,3.3644e+14,2.4301e+14,1.7561e+14
0.8264,236.0,7.0,3.1759e+14,2.3454e+14,1.7104e+14
0.8011,152.0,7.0,3.0329e+14,2.2928e+14,1.5854e+14
0.778,57.0,7.0,2.9877e+14,2.1761e+14,1.5547e+14
0.7511,190.0,7.0,2.9055e+14,2.1745e+14,1.4738e+14
0.7263,6.0,7.0,2.9361e+14,2.2567e+14,1.3534e+14
0.7015,459.0,7.0,2.9681e+14,2.2475e+14,1.3539e+14
0.675,65.0,7.0,2.8988e+14,2.4794e+14,1.4413e+14
0.6503,276.0,7.0,2.8153e+14,2.4828e+14,1.5444e+14
0.6259,116.0,7.0,2.6509e+14,2.4e+14,1.617e+14
0.6001,268.0,7.0,2.5313e+14,2.3131e+14,1.5999e+14
0.5753,104.0,7.0,1.9726e+14,1.7287e+14,9.3554e+13
0.5517,265.0,7.0,1.2077e+14,1.0435e+14,7.3765e+13
0.526,132.0,7.0,7.5899e+13,6.1098e+13,2.9931e+13
0.5014,275.0,7.0,4.2876e+13,3.9102e+13,2.716e+13
0.4756,119.0,7.0,3.833e+13,3.4883e+13,2.3952e+13
0.4517,225.0,7.0,3.3811e+13,3.0149e+13,1.951e+13
0.4252,537.0,7.0,2.5915e+13,2.3939e+13,1.7589e+13
0.4005,1211.0,7.0,2.3809e+13,2.2351e+13,1.6217e+13
0.3772,270.0,7.0,2.3634e+13,2.2555e+13,1.5088e+13
0.3504,599.0,7.0,2.3913e+13,2.3482e+13,1.5703e+13
0.3255,546.0,7.0,,,
0.3001,701.0,7.0,,,
0.2762,679.0,7.0,,,
1.0005,8.0,8.0,4.2263e+14,1.9414e+14,1.2367e+14
0.9764,142.0,8.0,2.9661e+14,1.7534e+14,1.2926e+14
0.951,147.0,8.0,2.2794e+14,1.6461e+14,1.3412e+14
0.9265,71.0,8.0,2.1121e+14,1.5845e+14,1.2825e+14
0.9001,128.0,8.0,2.0228e+14,1.5361e+14,1.188e+14
0.8783,186.0,8.0,1.9354e+14,1.438e+14,8.7803e+13
0.8514,82.0,8.0,1.7863e+14,1.1131e+14,7.6915e+13
0.8264,176.0,8.0,1.5328e+14,1.0213e+14,7.2979e+13
0.8011,120.0,8.0,1.2483e+14,9.6642e+13,7.0819e+13
0.778,224.0,8.0,1.1848e+14,9.3188e+13,6.911e+13
0.7511,44.0,8.0,1.1435e+14,8.9665e+13,6.7576e+13
0.7263,103.0,8.0,1.0938e+14,9.0358e+13,6.5972e+13
0.7015,158.0,8.0,1.0679e+14,8.9919e+13,6.6615e+13
0.675,346.0,8.0,1.0543e+14,8.9355e+13,6.6453e+13
0.6503,912.0,8.0,1.0532e+14,8.6536e+13,6.2078e+13
0.6259,688.0,8.0,1.0721e+14,8.4916e+13,5.5463e+13
0.6001,421.0,8.0,1.0705e+14,8.8536e+13,5.1038e+13
0.5753,931.0,8.0,1.0619e+14,9.4007e+13,5.4591e+13
0.5517,629.0,8.0,1.0174e+14,9.2452e+13,5.5924e+13
0.526,189.0,8.0,9.3792e+13,8.7587e+13,6.4256e+13
0.5014,1171.0,8.0,8.14e+13,7.5781e+13,3.6584e+13
0.4756,884.0,8.0,5.0004e+13,4.5323e+13,2.8e+13
0.4517,240.0,8.0,4.3632e+13,4.0822e+13,2.6691e+13
0.4252,923.0,8.0,3.6499e+13,3.4283e+13,2.1332e+13
0.4005,1803.0,8.0,2.8943e+13,2.7475e+13,1.5131e+13
0.3772,1617.0,8.0,2.3117e+13,2.2159e+13,1.2619e+13
1.0005,9.0,9.0,1.1896e+15,8.1132e+14,5.0735e+14
0.9764,21.0,9.0,1.1439e+15,7.8737e+14,4.9639e+14
0.951,9.0,9.0,1.1192e+15,7.1868e+14,5.1806e+14
0.9265,4.0,9.0,1.0847e+15,6.939e+14,5.0064e+14
0.9001,8.0,9.0,1.0209e+15,6.7858e+14,4.7904e+14
0.8783,6.0,9.0,9.5623e+14,6.701e+14,4.3138e+14
0.8514,2.0,9.0,9.2224e+14,6.2224e+14,3.9556e+14
0.8264,3.0,9.0,8.8249e+14,5.8843e+14,3.9e+14
0.8011,6.0,9.0,7.9775e+14,6.0723e+14,3.9075e+14
0.778,2.0,9.0,7.5003e+14,5.9766e+14,4.4221e+14
0.7511,2.0,9.0,7.0814e+14,5.7821e+14,4.246e+14
0.7263,53.0,9.0,6.7426e+14,5.3438e+14,3.4746e+14
0.7015,3.0,9.0,6.1389e+14,4.3943e+14,2.8152e+14
0.675,57.0,9.0,5.2057e+14,4.4158e+14,2.8519e+14
0.6503,55.0,9.0,4.8428e+14,4.4179e+14,3.187e+14
0.6259,4.0,9.0,4.5916e+14,4.2644e+14,3.2361e+14
0.6001,6.0,9.0,4.1941e+14,3.8473e+14,3.1417e+14
0.5753,166.0,9.0,3.559e+14,3.0472e+14,1.462e+14
0.5517,213.0,9.0,1.7906e+14,1.3504e+14,8.0562e+13
0.526,87.0,9.0,1.4531e+14,1.3194e+14,8.3389e+13
0.5014,83.0,9.0,1.3796e+14,1.3133e+14,1.0473e+14
0.4756,76.0,9.0,1.289e+14,1.2395e+14,1.015e+14
0.4517,48.0,9.0,1.0847e+14,9.9529e+13,5.1731e+13
0.4252,160.0,9.0,3.8412e+13,3.2543e+13,1.8775e+13
0.4005,84.0,9.0,2.8164e+13,2.5823e+13,1.6268e+13
0.3772,206.0,9.0,2.7352e+13,2.5881e+13,1.6223e+13
0.3504,64.0,9.0,2.5575e+13,2.4497e+13,1.5162e+13
0.3255,523.0,9.0,,,
0.3001,102.0,9.0,,,
0.2762,56.0,9.0,,,
0.2519,717.0,9.0,,,
0.2268,218.0,9.0,,,
0.2004,123.0,9.0,,,
1.0005,10.0,10.0,6.5117e+14,4.7725e+14,3.1674e+14
0.9764,51.0,10.0,6.3054e+14,4.7521e+14,3.4236e+14
0.951,45.0,10.0,6.1003e+14,4.6713e+14,3.5947e+14
0.9265,15.0,10.0,5.9479e+14,4.5927e+14,3.5572e+14
0.9001,97.0,10.0,5.7188e+14,4.3493e+14,3.1867e+14
0.8783,15.0,10.0,5.437e+14,3.8813e+14,1.7371e+14
0.8514,551.0,10.0,4.935e+14,2.3169e+14,1.3464e+14
0.8264,432.0,10.0,3.4197e+14,1.9372e+14,1.2088e+14
0.8011,180.0,10.0,2.6027e+14,1.7943e+14,1.191e+14
0.778,168.0,10.0,2.3935e+14,1.7877e+14,1.2207e+14
0.7511,165.0,10.0,2.3138e+14,1.8448e+14,1.2727e+14
0.7263,30.0,10.0,2.251e+14,1.8569e+14,1.1698e+14
0.7015,308.0,10.0,2.2007e+14,1.8462e+14,9.8247e+13
0.675,213.0,10.0,2.1422e+14,1.8113e+14,9.8156e+13
0.6503,260.0,10.0,2.0385e+14,1.6926e+14,1.0796e+14
0.6259,92.0,10.0,1.8172e+14,1.4919e+14,1.0435e+14
0.6001,188.0,10.0,1.6092e+14,1.3695e+14,7.504e+13
0.5753,118.0,10.0,1.434e+14,1.0138e+14,6.3631e+13
0.5517,136.0,10.0,1.1061e+14,9.1584e+13,5.8831e+13
0.526,231.0,10.0,1.046e+14,8.8728e+13,5.6593e+13
0.5014,91.0,10.0,1.0086e+14,9.0112e+13,5.9759e+13
0.4756,277.0,10.0,9.6751e+13,8.9899e+13,6.4241e+13
0.4517,358.0,10.0,9.023e+13,8.4192e+13,5.7825e+13
0.4252,120.0,10.0,8.074e+13,7.3745e+13,4.523e+13
0.4005,90.0,10.0,7.4413e+13,7.0855e+13,4.2858e+13
0.3772,163.0,10.0,6.847e+13,6.624e+13,4.7965e+13
0.3504,74.0,10.0,5.4035e+13,5.1511e+13,3.5684e+13
0.3255,195.0,10.0,,,
0.3001,264.0,10.0,,,
0.2762,267.0,10.0,,,
0.2519,328.0,10.0,,,
1.0005,11.0,11.0,7.0416e+14,4.8126e+14,3.2409e+14
0.9764,67.0,11.0,6.8394e+14,4.5693e+14,2.6142e+14
0.951,4.0,11.0,6.4731e+14,3.5411e+14,2.1227e+14
0.9265,50.0,11.0,5.8377e+14,2.792e+14,1.7233e+14
0.9001,19.0,11.0,5.1641e+14,2.2718e+14,1.1854e+14
0.8783,27.0,11.0,4.0103e+14,1.846e+14,1.1073e+14
0.8514,96.0,11.0,2.9496e+14,1.8638e+14,1.093e+14
0.8264,9.0,11.0,2.6182e+14,1.8719e+14,1.1526e+14
0.8011,22.0,11.0,2.5118e+14,1.7978e+14,1.1812e+14
0.778,28.0,11.0,2.3834e+14,1.7235e+14,1.0984e+14
0.7511,34.0,11.0,2.1631e+14,1.4982e+14,9.0763e+13
0.7263,48.0,11.0,1.8521e+14,1.2528e+14,8.8195e+13
0.7015,15.0,11.0,1.4682e+14,1.1179e+14,7.7508e+13
0.675,9.0,11.0,1.3005e+14,9.8495e+13,6.5266e+13
0.6503,19.0,11.0,1.134e+14,9.563e+13,6.7856e+13
0.6259,3.0,11.0,1.0805e+14,9.7391e+13,7.1677e+13
0.6001,24.0,11.0,1.033e+14,9.3946e+13,7.1835e+13
0.5753,26.0,11.0,9.5965e+13,8.714e+13,6.4097e+13
0.5517,29.0,11.0,8.5851e+13,7.3655e+13,5.3044e+13
0.526,56.0,11.0,7.5002e+13,6.9438e+13,5.1785e+13
0.5014,27.0,11.0,7.3614e+13,6.8271e+13,5.135e+13
0.4756,12.0,11.0,7.3551e+13,6.8797e+13,5.1308e+13
0.4517,29.0,11.0,7.0392e+13,6.6376e+13,5.1237e+13
0.4252,68.0,11.0,6.8112e+13,6.3861e+13,4.5349e+13
0.4005,97.0,11.0,6.5651e+13,6.1973e+13,4.1931e+13
0.3772,8.0,11.0,6.2615e+13,6.1495e+13,4.9483e+13
0.3504,73.0,11.0,5.2743e+13,5.1241e+13,3.852e+13
0.3255,126.0,11.0,,,
0.3001,64.0,11.0,,,
0.2762,14.0,11.0,,,
0.2519,157.0,11.0,,,
0.2268,9.0,11.0,,,
0.2004,8.0,11.0,,,
1.0005,13.0,13.0,1.2475e+15,9.9734e+14,7.4051e+14
0.9764,8.0,13.0,1.2168e+15,9.6031e+14,7.3952e+14
0.951,2.0,13.0,1.1798e+15,8.987e+14,6.7799e+14
0.9265,17.0,13.0,1.1387e+15,8.332e+14,5.4627e+14
0.9001,6.0,13.0,1.0624e+15,7.0248e+14,4.1585e+14
0.8783,4.0,13.0,9.7503e+14,6.1013e+14,3.9773e+14
0.8514,5.0,13.0,8.6377e+14,5.7112e+14,3.9333e+14
0.8264,7.0,13.0,7.5526e+14,5.7388e+14,3.9849e+14
0.8011,12.0,13.0,7.239e+14,5.7393e+14,3.949e+14
0.778,21.0,13.0,7.0606e+14,5.7613e+14,3.8052e+14
0.7511,9.0,13.0,6.8814e+14,5.7501e+14,3.6341e+14
0.7263,8.0,13.0,6.721e+14,5.3562e+14,3.7023e+14
0.7015,20.0,13.0,6.3201e+14,5.1778e+14,3.4683e+14
0.675,15.0,13.0,5.9343e+14,5.0363e+14,3.0533e+14
0.6503,4.0,13.0,5.3355e+14,4.5051e+14,3.3769e+14
0.6259,22.0,13.0,4.8465e+14,4.2529e+14,3.2081e+14
0.6001,11.0,13.0,4.5722e+14,3.8844e+14,2.567e+14
0.5753,20.0,13.0,3.9225e+14,3.2985e+14,2.263e+14
0.5517,4.0,13.0,3.6389e+14,3.1563e+14,2.1229e+14
0.526,80.0,13.0,3.5037e+14,3.16e+14,2.1332e+14
0.5014,34.0,13.0,3.1969e+14,2.9669e+14,2.3283e+14
0.4756,55.0,13.0,2.8724e+14,2.689e+14,2.125e+14
0.4517,145.0,13.0,2.4744e+14,2.2788e+14,1.5538e+14
0.4252,216.0,13.0,2.1637e+14,2.0042e+14,1.3765e+14
0.4005,28.0,13.0,2.0804e+14,2.008e+14,1.4595e+14
0.3772,36.0,13.0,1.9516e+14,1.8985e+14,1.4117e+14
0.3504,55.0,13.0,1.5294e+14,1.5063e+14,1.2714e+14
0.3255,124.0,13.0,,,
0.3001,362.0,13.0,,,
0.2762,27.0,13.0,,,
0.2519,188.0,13.0,,,
1.0005,14.0,14.0,1.3465e+15,9.5145e+14,6.823e+14
0.9764,19.0,14.0,1.3088e+15,9.4189e+14,6.9281e+14
0.951,18.0,14.0,1.2603e+15,9.5855e+14,6.7987e+14
0.9265,3.0,14.0,1.2101e+15,9.4573e+14,6.8331e+14
0.9001,5.0,14.0,1.1687e+15,9.3127e+14,6.8959e+14
0.8783,16.0,14.0,1.1311e+15,9.1431e+14,6.7342e+14
0.8514,6.0,14.0,1.092e+15,8.7788e+14,6.4183e+14
0.8264,30.0,14.0,1.0459e+15,8.3839e+14,6.2136e+14
0.8011,35.0,14.0,1.0088e+15,8.1213e+14,5.9488e+14
0.778,10.0,14.0,9.8497e+14,7.8192e+14,5.6738e+14
0.7511,10.0,14.0,9.6541e+14,7.638e+14,5.4351e+14
0.7263,10.0,14.0,9.4564e+14,7.5671e+14,5.2134e+14
0.7015,13.0,14.0,9.1177e+14,7.5268e+14,5.3082e+14
0.675,37.0,14.0,8.9512e+14,7.3471e+14,5.4721e+14
0.6503,13.0,14.0,8.7965e+14,7.3754e+14,5.2206e+14
0.6259,10.0,14.0,8.4456e+14,6.9991e+14,5.0155e+14
0.6001,15.0,14.0,7.8012e+14,6.7964e+14,4.9837e+14
0.5753,32.0,14.0,7.6433e+14,6.6115e+14,4.6131e+14
0.5517,35.0,14.0,7.2032e+14,6.475e+14,4.1858e+14
0.526,51.0,14.0,6.5269e+14,5.9581e+14,4.2016e+14
0.5014,41.0,14.0,5.7568e+14,5.3201e+14,3.9075e+14
0.4756,9.0,14.0,4.6345e+14,4.2413e+14,3.3054e+14
0.4517,21.0,14.0,3.8375e+14,3.5365e+14,2.563e+14
0.4252,27.0,14.0,3.2182e+14,3.0432e+14,2.2945e+14
0.4005,48.0,14.0,3.2736e+14,3.1095e+14,2.1106e+14
0.3772,138.0,14.0,3.0043e+14,2.9439e+14,2.3801e+14
0.3504,23.0,14.0,2.5285e+14,2.4619e+14,1.9094e+14
0.3255,9.0,14.0,,,
0.3001,21.0,14.0,,,
0.2762,23.0,14.0,,,
0.2519,291.0,14.0,,,
0.2268,37.0,14.0,,,
0.2004,4.0,14.0,,,
1.0005,15.0,15.0,6.5478e+14,3.5953e+14,2.4838e+14
0.9764,25.0,15.0,5.9575e+14,3.4647e+14,2.4285e+14
0.951,36.0,15.0,5.2509e+14,3.4335e+14,2.4066e+14
0.9265,32.0,15.0,5.0677e+14,3.5195e+14,2.3841e+14
0.9001,10.0,15.0,4.9938e+14,3.6163e+14,2.3686e+14
0.8783,45.0,15.0,4.952e+14,3.6627e+14,2.4524e+14
