aexp,id,z0_parent_id,M_total_200m,M_total_200c,M_total_500c
0.526,885.0,132.0,2.1807e+14,2.0388e+14,1.4154e+14
0.5014,291.0,132.0,2.0397e+14,1.9204e+14,1.4489e+14
0.4756,171.0,132.0,1.8434e+14,1.7162e+14,1.2184e+14
0.4517,438.0,132.0,1.5929e+14,1.4256e+14,8.1805e+13
0.4252,193.0,132.0,1.1688e+14,1.1027e+14,7.9829e+13
0.4005,421.0,132.0,1.0546e+14,1.0031e+14,7.195e+13
0.3772,674.0,132.0,9.0983e+13,8.4731e+13,5.5468e+13
0.3504,434.0,132.0,7.4065e+13,7.1587e+13,5.1848e+13
0.3255,270.0,132.0,,,
0.3001,103.0,132.0,,,
0.2762,140.0,132.0,,,
0.2519,6.0,132.0,,,
0.2268,52.0,132.0,,,
1.0005,135.0,135.0,7.1825e+14,5.179e+14,3.8934e+14
0.9764,42.0,135.0,7.0575e+14,5.2662e+14,3.8828e+14
0.951,134.0,135.0,6.9459e+14,5.2868e+14,3.8709e+14
0.9265,101.0,135.0,6.8424e+14,5.2765e+14,3.7839e+14
0.9001,143.0,135.0,6.7555e+14,5.2223e+14,3.6788e+14
0.8783,159.0,135.0,6.6937e+14,5.0979e+14,3.6434e+14
0.8514,191.0,135.0,6.5689e+14,4.8875e+14,3.6401e+14
0.8264,85.0,135.0,6.3707e+14,4.8283e+14,3.6522e+14
0.8011,168.0,135.0,6.0801e+14,4.8012e+14,3.7179e+14
0.778,209.0,135.0,5.9606e+14,4.7749e+14,3.6308e+14
0.7511,139.0,135.0,5.9449e+14,4.7268e+14,3.4935e+14
0.7263,61.0,135.0,5.9614e+14,4.7095e+14,3.3607e+14
0.7015,76.0,135.0,5.9615e+14,4.873e+14,3.2788e+14
0.675,103.0,135.0,5.8015e+14,5.0748e+14,3.4597e+14
0.6503,146.0,135.0,5.5097e+14,5.0159e+14,3.8943e+14
0.6259,74.0,135.0,5.1842e+14,4.7225e+14,3.7025e+14
0.6001,178.0,135.0,4.7546e+14,4.0788e+14,3.1326e+14
0.5753,3.0,135.0,4.0186e+14,3.2702e+14,2.2423e+14
0.5517,55.0,135.0,3.4297e+14,2.8944e+14,1.9635e+14
0.526,386.0,135.0,3.3276e+14,3.0728e+14,2.0623e+14
0.5014,76.0,135.0,3.2335e+14,3.1034e+14,2.4199e+14
0.4756,81.0,135.0,3.0003e+14,2.8945e+14,2.1639e+14
0.4517,57.0,135.0,2.3215e+14,2.2298e+14,1.8393e+14
0.4252,587.0,135.0,1.862e+14,1.7722e+14,1.1822e+14
0.4005,179.0,135.0,1.0216e+14,9.2587e+13,6.205e+13
0.3772,640.0,135.0,7.7351e+13,7.4388e+13,4.2875e+13
0.3504,697.0,135.0,5.0405e+13,4.9218e+13,3.6616e+13
0.3255,485.0,135.0,,,
0.3001,1146.0,135.0,,,
0.2762,875.0,135.0,,,
1.0005,140.0,140.0,5.3657e+14,3.783e+14,1.9387e+14
0.9764,154.0,140.0,5.1418e+14,2.765e+14,1.8162e+14
0.951,56.0,140.0,4.7471e+14,2.6345e+14,1.8136e+14
0.9265,179.0,140.0,3.7079e+14,2.5793e+14,1.7721e+14
0.9001,41.0,140.0,3.4915e+14,2.4802e+14,1.7986e+14
0.8783,156.0,140.0,3.4169e+14,2.4406e+14,1.8018e+14
0.8514,153.0,140.0,3.27e+14,2.4045e+14,1.7182e+14
0.8264,257.0,140.0,3.1496e+14,2.4306e+14,1.5274e+14
0.8011,29.0,140.0,3.0451e+14,2.3805e+14,1.5601e+14
0.778,219.0,140.0,2.9079e+14,2.3674e+14,1.6352e+14
0.7511,260.0,140.0,2.6741e+14,2.2552e+14,1.6904e+14
0.7263,40.0,140.0,2.5597e+14,2.1126e+14,1.5939e+14
0.7015,29.0,140.0,2.3695e+14,1.9627e+14,1.4573e+14
0.675,107.0,140.0,2.113e+14,1.672e+14,1.1928e+14
0.6503,30.0,140.0,1.7331e+14,1.422e+14,1.0971e+14
0.6259,56.0,140.0,1.5344e+14,1.2816e+14,9.2471e+13
0.6001,141.0,140.0,1.352e+14,1.1174e+14,7.5851e+13
0.5753,331.0,140.0,1.2831e+14,1.1095e+14,7.4718e+13
0.5517,243.0,140.0,1.2804e+14,1.1287e+14,7.367e+13
0.526,193.0,140.0,1.3067e+14,1.1967e+14,7.1551e+13
0.5014,25551.0,140.0,1.1576e+14,1.0801e+14,6.1444e+13
0.4756,149.0,140.0,1.1267e+14,1.0944e+14,9.3825e+13
0.4517,80.0,140.0,9.0913e+13,8.2967e+13,5.0684e+13
0.4252,86.0,140.0,5.8502e+13,5.3864e+13,3.7847e+13
0.4005,21.0,140.0,3.4794e+13,3.0721e+13,2.1096e+13
0.3772,116.0,140.0,2.8736e+13,2.7444e+13,2.0183e+13
0.3504,147.0,140.0,2.7281e+13,2.6276e+13,1.7847e+13
0.3255,77.0,140.0,,,
0.3001,56.0,140.0,,,
0.2762,131.0,140.0,,,
0.2519,243.0,140.0,,,
0.2268,18.0,140.0,,,
1.0005,146.0,146.0,7.1587e+14,4.8856e+14,3.2338e+14
0.9764,115.0,146.0,6.8649e+14,4.941e+14,3.2539e+14
0.951,136.0,146.0,6.6561e+14,4.9467e+14,2.9321e+14
0.9265,322.0,146.0,6.4988e+14,4.9247e+14,2.8558e+14
0.9001,219.0,146.0,6.3427e+14,4.8947e+14,2.6985e+14
0.8783,326.0,146.0,6.133e+14,4.3366e+14,2.7294e+14
0.8514,222.0,146.0,5.8134e+14,4.0075e+14,2.7332e+14
0.8264,104.0,146.0,5.2003e+14,3.8363e+14,2.6831e+14
0.8011,95.0,146.0,4.8369e+14,3.5597e+14,2.092e+14
0.778,179.0,146.0,4.3332e+14,2.2992e+14,1.0435e+14
0.7511,234.0,146.0,2.1035e+14,1.1809e+14,8.3195e+13
0.7263,95.0,146.0,1.3712e+14,1.0105e+14,7.6307e+13
0.7015,131.0,146.0,1.2232e+14,9.6672e+13,7.3397e+13
0.675,269.0,146.0,1.1745e+14,9.6288e+13,7.184e+13
0.6503,224.0,146.0,1.1498e+14,9.7347e+13,7.1461e+13
0.6259,85.0,146.0,1.1318e+14,9.7447e+13,7.2566e+13
0.6001,284.0,146.0,1.1027e+14,9.8789e+13,7.5249e+13
0.5753,161.0,146.0,1.0416e+14,9.4571e+13,7.6619e+13
0.5517,222.0,146.0,9.9164e+13,8.9137e+13,6.8339e+13
0.526,391.0,146.0,9.0415e+13,7.9869e+13,6.0061e+13
0.5014,477.0,146.0,8.5344e+13,7.7268e+13,5.6334e+13
0.4756,262.0,146.0,8.4961e+13,7.718e+13,5.1982e+13
0.4517,1791.0,146.0,8.7772e+13,8.1498e+13,5.1537e+13
0.4252,1727.0,146.0,8.5373e+13,8.2497e+13,5.762e+13
0.4005,527.0,146.0,7.7891e+13,7.6209e+13,6.3829e+13
0.3772,634.0,146.0,6.3452e+13,6.0213e+13,3.3225e+13
0.3504,2813.0,146.0,2.1525e+13,2.0548e+13,1.3833e+13
0.3255,582.0,146.0,,,
0.3001,74.0,146.0,,,
0.2762,1073.0,146.0,,,
0.2519,15659.0,146.0,,,
1.0005,149.0,149.0,3.0158e+14,1.9838e+14,1.2818e+14
0.9764,48.0,149.0,2.8765e+14,1.9923e+14,1.3264e+14
0.951,176.0,149.0,2.7789e+14,1.9952e+14,1.3827e+14
0.9265,190.0,149.0,2.685e+14,1.9538e+14,1.4521e+14
0.9001,108.0,149.0,2.5781e+14,1.8741e+14,1.4475e+14
0.8783,178.0,149.0,2.4822e+14,1.7879e+14,1.33e+14
0.8514,92.0,149.0,2.3318e+14,1.6309e+14,1.017e+14
0.8264,199.0,149.0,2.1917e+14,1.3391e+14,7.7801e+13
0.8011,362.0,149.0,2.0033e+14,1.0473e+14,7.4274e+13
0.778,298.0,149.0,1.7715e+14,1.0048e+14,7.1914e+13
0.7511,310.0,149.0,1.4643e+14,1.0226e+14,7.2558e+13
0.7263,227.0,149.0,1.3577e+14,1.0471e+14,7.6761e+13
0.7015,473.0,149.0,1.2917e+14,1.0157e+14,7.4349e+13
0.675,321.0,149.0,1.214e+14,9.4462e+13,6.7654e+13
0.6503,406.0,149.0,1.1207e+14,9.2306e+13,6.5937e+13
0.6259,482.0,149.0,1.0738e+14,9.035e+13,6.5772e+13
0.6001,229.0,149.0,1.02e+14,8.6168e+13,6.396e+13
0.5753,405.0,149.0,9.5268e+13,8.2981e+13,6.2311e+13
0.5517,497.0,149.0,9.127e+13,8.2027e+13,6.2758e+13
0.526,743.0,149.0,8.9071e+13,8.102e+13,6.266e+13
0.5014,958.0,149.0,8.8418e+13,7.9514e+13,6.0342e+13
0.4756,658.0,149.0,8.6349e+13,7.9038e+13,6.2141e+13
0.4517,677.0,149.0,8.9007e+13,8.23e+13,6.1014e+13
0.4252,653.0,149.0,8.9151e+13,8.5622e+13,6.0039e+13
0.4005,460.0,149.0,8.0384e+13,7.8895e+13,7.0385e+13
0.3772,584.0,149.0,6.7301e+13,6.5922e+13,5.5669e+13
0.3504,922.0,149.0,3.4391e+13,3.2299e+13,2.332e+13
0.3255,1530.0,149.0,,,
0.3001,1355.0,149.0,,,
0.2762,278.0,149.0,,,
0.2519,8219.0,149.0,,,
1.0005,153.0,153.0,1.0289e+15,6.3484e+14,4.3498e+14
0.9764,156.0,153.0,1.0162e+15,6.4368e+14,4.2499e+14
0.951,240.0,153.0,9.8307e+14,6.6719e+14,4.0258e+14
0.9265,27.0,153.0,9.7048e+14,7.1448e+14,4.2818e+14
0.9001,247.0,153.0,9.5541e+14,7.6776e+14,4.7498e+14
0.8783,245.0,153.0,9.3467e+14,7.8117e+14,5.4267e+14
0.8514,240.0,153.0,9.0142e+14,7.751e+14,6.1979e+14
0.8264,27.0,153.0,8.812e+14,7.7057e+14,6.0485e+14
0.8011,85.0,153.0,8.4485e+14,7.1953e+14,4.3204e+14
0.778,72.0,153.0,7.6651e+14,4.7095e+14,2.4862e+14
0.7511,81.0,153.0,4.9204e+14,3.7076e+14,2.4734e+14
0.7263,174.0,153.0,4.116e+14,3.3224e+14,2.2376e+14
0.7015,173.0,153.0,3.725e+14,3.1184e+14,1.857e+14
0.675,50.0,153.0,3.3653e+14,2.7338e+14,1.5883e+14
0.6503,74.0,153.0,2.7274e+14,2.349e+14,1.8087e+14
0.6259,176.0,153.0,2.4884e+14,2.1915e+14,1.6278e+14
0.6001,115.0,153.0,2.3039e+14,1.9196e+14,1.0853e+14
0.5753,174.0,153.0,1.7322e+14,1.3529e+14,9.0516e+13
0.5517,217.0,153.0,1.3993e+14,1.207e+14,8.7236e+13
0.526,142.0,153.0,1.259e+14,1.1417e+14,8.3631e+13
0.5014,242.0,153.0,1.1407e+14,1.0384e+14,7.6292e+13
0.4756,219.0,153.0,1.0068e+14,9.1892e+13,6.5038e+13
0.4517,54.0,153.0,9.9837e+13,9.1692e+13,6.1009e+13
0.4252,148.0,153.0,9.7424e+13,9.3031e+13,6.6177e+13
0.4005,169.0,153.0,9.0983e+13,8.818e+13,6.4693e+13
0.3772,32.0,153.0,7.7765e+13,7.5396e+13,5.7948e+13
0.3504,529.0,153.0,5.5331e+13,5.0788e+13,3.1501e+13
0.3255,344.0,153.0,,,
0.3001,101.0,153.0,,,
0.2762,192.0,153.0,,,
0.2519,84.0,153.0,,,
0.2268,832.0,153.0,,,
1.0005,156.0,156.0,6.5386e+14,4.7942e+14,3.2679e+14
0.9764,145.0,156.0,6.1481e+14,4.474e+14,2.9913e+14
0.951,439.0,156.0,5.8641e+14,4.0037e+14,2.2777e+14
0.9265,367.0,156.0,5.5426e+14,3.1557e+14,1.9526e+14
0.9001,365.0,156.0,4.7824e+14,2.8882e+14,1.8989e+14
0.8783,310.0,156.0,4.0607e+14,2.8048e+14,1.8718e+14
0.8514,640.0,156.0,3.5729e+14,2.6836e+14,1.8858e+14
0.8264,727.0,156.0,3.3122e+14,2.5389e+14,1.872e+14
0.8011,360.0,156.0,3.1207e+14,2.3673e+14,1.7338e+14
0.778,144.0,156.0,2.9254e+14,2.2588e+14,1.5312e+14
0.7511,618.0,156.0,2.7425e+14,2.0661e+14,1.057e+14
0.7263,962.0,156.0,2.5748e+14,1.6907e+14,9.9985e+13
0.7015,1277.0,156.0,2.1916e+14,1.5998e+14,9.9722e+13
0.675,950.0,156.0,1.9331e+14,1.6083e+14,1.0632e+14
0.6503,430.0,156.0,1.8088e+14,1.5678e+14,1.1698e+14
0.6259,290.0,156.0,1.704e+14,1.4963e+14,1.1237e+14
0.6001,1161.0,156.0,1.5755e+14,1.2979e+14,9.283e+13
0.5753,814.0,156.0,1.3764e+14,1.1963e+14,8.1383e+13
0.5517,974.0,156.0,1.2611e+14,1.1219e+14,7.2494e+13
0.526,718.0,156.0,1.1531e+14,1.091e+14,8.0647e+13
0.5014,823.0,156.0,1.0824e+14,1.004e+14,7.4841e+13
0.4756,648.0,156.0,9.1597e+13,8.125e+13,5.2179e+13
0.4517,2358.0,156.0,7.2362e+13,6.6894e+13,3.9846e+13
0.4252,546.0,156.0,5.7745e+13,5.6197e+13,4.5978e+13
0.4005,203.0,156.0,4.8968e+13,4.7774e+13,3.6892e+13
0.3772,1230.0,156.0,3.1489e+13,2.9355e+13,2.2353e+13
0.3504,489.0,156.0,2.1683e+13,2.1237e+13,1.5566e+13
0.3255,847.0,156.0,,,
0.3001,2244.0,156.0,,,
0.2762,952.0,156.0,,,
0.2519,69.0,156.0,,,
0.2268,3398.0,156.0,,,
1.0005,161.0,161.0,5.053e+14,2.286e+14,1.4611e+14
0.9764,498.0,161.0,4.5559e+14,2.2288e+14,1.4549e+14
0.951,378.0,161.0,3.3795e+14,2.3018e+14,1.4476e+14
0.9265,316.0,161.0,3.1588e+14,2.2995e+14,1.5557e+14
0.9001,330.0,161.0,3.027e+14,2.2525e+14,1.6847e+14
0.8783,120.0,161.0,2.9475e+14,2.2281e+14,1.6646e+14
0.8514,149.0,161.0,2.8826e+14,2.1823e+14,1.4954e+14
0.8264,358.0,161.0,2.8253e+14,2.0205e+14,1.2122e+14
0.8011,186.0,161.0,2.7131e+14,1.7586e+14,1.1078e+14
0.778,430.0,161.0,2.4242e+14,1.685e+14,1.0741e+14
0.7511,345.0,161.0,2.3229e+14,1.7343e+14,1.12e+14
0.7263,275.0,161.0,2.2387e+14,1.788e+14,1.1008e+14
0.7015,304.0,161.0,2.14e+14,1.8035e+14,1.04e+14
0.675,45.0,161.0,2.0243e+14,1.7466e+14,9.7832e+13
0.6503,372.0,161.0,1.8027e+14,1.4508e+14,1.0346e+14
0.6259,485.0,161.0,1.5247e+14,1.3654e+14,1.0531e+14
0.6001,131.0,161.0,1.3988e+14,1.2477e+14,9.1556e+13
0.5753,481.0,161.0,1.2156e+14,1.0693e+14,7.0321e+13
0.5517,729.0,161.0,1.0244e+14,7.5789e+13,4.8676e+13
0.526,277.0,161.0,8.4963e+13,7.3697e+13,4.9869e+13
0.5014,563.0,161.0,8.6522e+13,7.9557e+13,5.4507e+13
0.4756,482.0,161.0,8.3013e+13,7.8179e+13,5.4961e+13
0.4517,251.0,161.0,7.5834e+13,7.211e+13,4.9924e+13
0.4252,846.0,161.0,6.3698e+13,6.0025e+13,3.9631e+13
0.4005,965.0,161.0,5.3721e+13,5.0899e+13,3.1477e+13
1.0005,175.0,175.0,3.9232e+14,2.2445e+14,1.5433e+14
0.9764,163.0,175.0,3.593e+14,2.1593e+14,1.4527e+14
0.951,349.0,175.0,3.142e+14,2.0959e+14,1.4026e+14
0.9265,196.0,175.0,2.9203e+14,2.0347e+14,1.4098e+14
0.9001,170.0,175.0,2.7885e+14,2.0041e+14,1.4348e+14
0.8783,241.0,175.0,2.7015e+14,1.9854e+14,1.4117e+14
0.8514,302.0,175.0,2.6651e+14,1.9886e+14,1.3729e+14
0.8264,318.0,175.0,2.6756e+14,1.9856e+14,1.3392e+14
0.8011,187.0,175.0,2.682e+14,1.9856e+14,1.2834e+14
0.778,163.0,175.0,2.6144e+14,2.0771e+14,1.2784e+14
0.7511,254.0,175.0,2.486e+14,2.1278e+14,1.4853e+14
0.7263,270.0,175.0,2.3574e+14,2.0496e+14,1.6043e+14
0.7015,28.0,175.0,2.2605e+14,1.9273e+14,1.4887e+14
0.675,302.0,175.0,2.1203e+14,1.7791e+14,1.0362e+14
0.6503,238.0,175.0,1.9256e+14,1.3156e+14,8.5786e+13
0.6259,275.0,175.0,1.4853e+14,1.1717e+14,7.6213e+13
0.6001,212.0,175.0,1.297e+14,1.143e+14,7.3297e+13
0.5753,113.0,175.0,1.195e+14,1.0717e+14,6.8896e+13
0.5517,220.0,175.0,1.0787e+14,9.8143e+13,6.9581e+13
0.526,394.0,175.0,9.1375e+13,8.3217e+13,5.9728e+13
0.5014,555.0,175.0,8.1609e+13,7.1491e+13,4.4547e+13
0.4756,939.0,175.0,6.8663e+13,6.2421e+13,4.3425e+13
0.4517,199.0,175.0,6.7224e+13,6.463e+13,4.3673e+13
0.4252,649.0,175.0,6.0453e+13,5.8609e+13,4.5621e+13
0.4005,1081.0,175.0,5.3366e+13,5.0751e+13,3.2944e+13
0.3772,1042.0,175.0,3.9813e+13,3.8758e+13,2.737e+13
0.3504,177.0,175.0,2.9847e+13,2.9139e+13,2.1693e+13
0.3255,307.0,175.0,,,
0.3001,416.0,175.0,,,
0.2762,387.0,175.0,,,
0.2519,1145.0,175.0,,,
1.0005,200.0,200.0,6.9273e+14,4.719e+14,2.2564e+14
0.9764,214.0,200.0,6.4515e+14,3.324e+14,1.9858e+14
0.951,404.0,200.0,5.8176e+14,2.9921e+14,1.9283e+14
0.9265,218.0,200.0,4.324e+14,2.9021e+14,1.8771e+14
0.9001,580.0,200.0,3.8294e+14,2.7901e+14,1.9163e+14
0.8783,211.0,200.0,3.5996e+14,2.632e+14,1.9351e+14
0.8514,74.0,200.0,3.3693e+14,2.4799e+14,1.8715e+14
0.8264,95.0,200.0,3.2189e+14,2.3224e+14,1.6684e+14
0.8011,309.0,200.0,3.077e+14,2.1573e+14,1.4867e+14
0.778,58.0,200.0,2.9081e+14,2.0461e+14,1.3473e+14
0.7511,309.0,200.0,2.7075e+14,1.9707e+14,1.3353e+14
0.7263,356.0,200.0,2.5119e+14,2.0143e+14,1.3593e+14
0.7015,505.0,200.0,2.3836e+14,1.9609e+14,1.4385e+14
0.675,231.0,200.0,2.2484e+14,1.86e+14,1.3618e+14
0.6503,223.0,200.0,2.105e+14,1.7162e+14,1.1647e+14
0.6259,480.0,200.0,1.859e+14,1.4636e+14,1.1029e+14
0.6001,335.0,200.0,1.5762e+14,1.3561e+14,1.007e+14
0.5753,365.0,200.0,1.445e+14,1.2195e+14,9.0775e+13
0.5517,179.0,200.0,1.3334e+14,1.1619e+14,7.9041e+13
0.526,40.0,200.0,1.2938e+14,1.1214e+14,7.3307e+13
0.5014,393.0,200.0,1.2719e+14,1.1297e+14,6.7621e+13
0.4756,430.0,200.0,1.2787e+14,1.2168e+14,7.9424e+13
0.4517,655.0,200.0,1.1991e+14,1.1496e+14,8.9113e+13
0.4252,646.0,200.0,1.0326e+14,9.9367e+13,7.2119e+13
0.4005,400.0,200.0,7.3884e+13,7.0739e+13,4.9908e+13
0.3772,323.0,200.0,4.7595e+13,4.4619e+13,2.8774e+13
0.3504,1005.0,200.0,3.0594e+13,2.8162e+13,1.5582e+13
0.3255,758.0,200.0,,,
0.3001,299.0,200.0,,,
0.2762,579.0,200.0,,,
0.2519,97.0,200.0,,,
1.0005,201.0,201.0,8.933e+14,6.8774e+14,4.1518e+14
0.9764,150.0,201.0,8.6903e+14,6.7824e+14,4.2955e+14
0.951,162.0,201.0,8.43e+14,6.1927e+14,4.4891e+14
0.9265,254.0,201.0,8.1081e+14,5.8226e+14,4.5395e+14
0.9001,168.0,201.0,7.2903e+14,5.4655e+14,4.1687e+14
0.8783,124.0,201.0,6.7171e+14,5.0954e+14,3.7141e+14
0.8514,102.0,201.0,6.2587e+14,4.5529e+14,2.8591e+14
0.8264,73.0,201.0,5.7142e+14,3.7785e+14,2.6044e+14
0.8011,98.0,201.0,4.7854e+14,3.3805e+14,2.5485e+14
0.778,119.0,201.0,4.1724e+14,3.2642e+14,2.4031e+14
0.7511,285.0,201.0,3.9918e+14,3.094e+14,2.2339e+14
0.7263,209.0,201.0,3.8582e+14,2.953e+14,2.2048e+14
0.7015,171.0,201.0,3.7076e+14,2.9876e+14,2.1679e+14
0.675,236.0,201.0,3.6276e+14,3.0145e+14,2.213e+14
0.6503,153.0,201.0,3.5709e+14,3.0435e+14,2.16e+14
0.6259,232.0,201.0,3.5031e+14,2.9808e+14,2.0817e+14
0.6001,240.0,201.0,3.4416e+14,3.0124e+14,2.0349e+14
0.5753,163.0,201.0,3.3074e+14,3.0708e+14,2.084e+14
0.5517,742.0,201.0,3.0569e+14,2.919e+14,2.2699e+14
0.526,102.0,201.0,2.7819e+14,2.653e+14,2.1376e+14
0.5014,384.0,201.0,2.224e+14,1.9989e+14,1.2715e+14
0.4756,653.0,201.0,1.2792e+14,1.1353e+14,7.7292e+13
0.4517,649.0,201.0,1.0935e+14,9.9217e+13,5.7345e+13
0.4252,398.0,201.0,9.621e+13,9.2078e+13,6.1061e+13
0.4005,619.0,201.0,8.3913e+13,8.2269e+13,6.9477e+13
0.3772,47.0,201.0,7.1281e+13,6.8598e+13,4.7362e+13
0.3504,723.0,201.0,2.0642e+13,1.9099e+13,1.2949e+13
0.3255,72.0,201.0,,,
0.3001,322.0,201.0,,,
0.2762,178.0,201.0,,,
0.2519,1078.0,201.0,,,
0.2268,684.0,201.0,,,
1.0005,217.0,217.0,8.4928e+14,6.9407e+14,4.7467e+14
0.9764,72.0,217.0,8.1877e+14,6.873e+14,5.3276e+14
0.951,255.0,217.0,7.9011e+14,6.6238e+14,4.9956e+14
0.9265,212.0,217.0,7.5977e+14,5.9994e+14,2.9404e+14
0.9001,255.0,217.0,7.1577e+14,3.7201e+14,2.0491e+14
0.8783,25.0,217.0,6.3938e+14,3.2799e+14,2.0397e+14
0.8514,527.0,217.0,4.4701e+14,3.2162e+14,2.0523e+14
0.8264,53.0,217.0,4.004e+14,3.1967e+14,2.0194e+14
0.8011,286.0,217.0,3.7932e+14,3.0925e+14,2.0492e+14
0.778,249.0,217.0,3.6079e+14,2.8347e+14,1.9786e+14
0.7511,83.0,217.0,3.2589e+14,2.6054e+14,1.9552e+14
0.7263,168.0,217.0,2.9686e+14,2.4457e+14,1.8017e+14
0.7015,222.0,217.0,2.7686e+14,2.1265e+14,1.0348e+14
0.675,383.0,217.0,2.1631e+14,1.4368e+14,8.6727e+13
0.6503,594.0,217.0,1.7312e+14,1.3999e+14,8.8727e+13
0.6259,786.0,217.0,1.6804e+14,1.4211e+14,9.5034e+13
0.6001,441.0,217.0,1.6076e+14,1.4279e+14,1.0593e+14
0.5753,430.0,217.0,1.5474e+14,1.37e+14,9.5119e+13
0.5517,970.0,217.0,1.4548e+14,1.2503e+14,5.8369e+13
0.526,1159.0,217.0,1.072e+14,9.5983e+13,5.8211e+13
0.5014,364.0,217.0,9.0718e+13,8.3739e+13,6.4323e+13
0.4756,1208.0,217.0,7.6619e+13,7.0795e+13,4.3262e+13
0.4517,163.0,217.0,3.8456e+13,3.4279e+13,2.1895e+13
0.4252,2064.0,217.0,2.7169e+13,2.4603e+13,1.3966e+13
0.4005,986.0,217.0,2.0838e+13,1.9551e+13,1.1909e+13
0.3772,703.0,217.0,1.802e+13,1.7282e+13,1.2154e+13
0.3504,1691.0,217.0,1.2881e+13,1.2356e+13,6.5269e+12
0.3255,643.0,217.0,,,
0.3001,624.0,217.0,,,
0.2762,1585.0,217.0,,,
1.0005,223.0,223.0,3.7817e+14,2.0504e+14,1.3275e+14
0.9764,121.0,223.0,3.6574e+14,2.1174e+14,1.3028e+14
0.951,178.0,223.0,3.4786e+14,2.2952e+14,1.3193e+14
0.9265,220.0,223.0,3.365e+14,2.4126e+14,1.3419e+14
0.9001,210.0,223.0,3.2391e+14,2.4802e+14,1.3717e+14
0.8783,175.0,223.0,3.1435e+14,2.4618e+14,1.444e+14
0.8514,133.0,223.0,3.0068e+14,2.2819e+14,1.5331e+14
0.8264,140.0,223.0,2.8708e+14,2.0884e+14,1.5194e+14
0.8011,399.0,223.0,2.5251e+14,1.9786e+14,1.3475e+14
0.778,233.0,223.0,2.3879e+14,1.7526e+14,1.2125e+14
0.7511,185.0,223.0,2.2261e+14,1.5513e+14,1.0865e+14
0.7263,150.0,223.0,1.9944e+14,1.4555e+14,9.5115e+13
0.7015,163.0,223.0,1.8739e+14,1.433e+14,9.3487e+13
0.675,210.0,223.0,1.7324e+14,1.5056e+14,1.0389e+14
0.6503,191.0,223.0,1.6491e+14,1.4465e+14,1.1676e+14
0.6259,75.0,223.0,1.5928e+14,1.3815e+14,1.0849e+14
0.6001,116.0,223.0,1.4554e+14,1.2394e+14,7.8766e+13
0.5753,266.0,223.0,1.2002e+14,1.0529e+14,7.5637e+13
0.5517,517.0,223.0,1.1381e+14,1.0018e+14,7.5918e+13
0.526,356.0,223.0,1.1102e+14,9.8137e+13,6.8815e+13
0.5014,685.0,223.0,1.0525e+14,9.673e+13,7.0417e+13
0.4756,235.0,223.0,1.0049e+14,9.459e+13,6.3999e+13
0.4517,277.0,223.0,9.0074e+13,8.7481e+13,7.0787e+13
0.4252,914.0,223.0,7.3968e+13,7.1925e+13,5.7075e+13
0.4005,206.0,223.0,5.7915e+13,5.4436e+13,2.951e+13
0.3772,117.0,223.0,2.6955e+13,2.5624e+13,1.6467e+13
0.3504,221.0,223.0,2.199e+13,2.1492e+13,1.4121e+13
0.3255,656.0,223.0,,,
0.3001,664.0,223.0,,,
0.2762,1007.0,223.0,,,
0.2519,868.0,223.0,,,
0.2268,772.0,223.0,,,
1.0005,229.0,229.0,6.464e+14,4.2383e+14,2.8172e+14
0.9764,123.0,229.0,6.4093e+14,4.3463e+14,2.8748e+14
0.951,374.0,229.0,6.3053e+14,4.4796e+14,2.9325e+14
0.9265,145.0,229.0,6.1995e+14,4.6134e+14,2.9647e+14
0.9001,182.0,229.0,6.1127e+14,4.6908e+14,3.2994e+14
0.8783,99.0,229.0,6.0679e+14,4.7197e+14,3.3375e+14
0.8514,391.0,229.0,5.9769e+14,4.6954e+14,2.9359e+14
0.8264,129.0,229.0,5.8429e+14,4.4568e+14,2.7309e+14
0.8011,274.0,229.0,5.6656e+14,4.3861e+14,2.7716e+14
0.778,242.0,229.0,5.2597e+14,4.3099e+14,3.0933e+14
0.7511,133.0,229.0,4.9876e+14,4.1995e+14,2.8864e+14
0.7263,133.0,229.0,4.6865e+14,4.0403e+14,2.5333e+14
0.7015,127.0,229.0,4.3283e+14,3.5043e+14,2.5995e+14
0.675,229.0,229.0,3.7981e+14,3.2446e+14,2.2858e+14
0.6503,90.0,229.0,3.3895e+14,2.8127e+14,1.671e+14
0.6259,162.0,229.0,2.8948e+14,2.5217e+14,1.6987e+14
0.6001,455.0,229.0,2.5435e+14,2.347e+14,1.7513e+14
0.5753,142.0,229.0,2.2595e+14,2.0701e+14,1.6266e+14
0.5517,305.0,229.0,1.9629e+14,1.7059e+14,8.4915e+13
0.526,705.0,229.0,1.1853e+14,1.0381e+14,7.0474e+13
0.5014,429.0,229.0,1.1196e+14,1.019e+14,6.9259e+13
0.4756,468.0,229.0,1.0935e+14,1.0106e+14,7.0455e+13
0.4517,651.0,229.0,1.0418e+14,9.8335e+13,6.6968e+13
0.4252,130.0,229.0,9.5045e+13,8.8925e+13,6.1347e+13
0.4005,419.0,229.0,8.1933e+13,7.6231e+13,4.5376e+13
0.3772,166.0,229.0,7.0327e+13,6.67e+13,4.4991e+13
0.3504,120.0,229.0,5.857e+13,5.687e+13,4.3078e+13
0.3255,180.0,229.0,,,
0.3001,599.0,229.0,,,
0.2762,270.0,229.0,,,
